,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
57,0.0,Less than 1 week,~0157aa289396bd9bc7,Hourly,"['apache-hive', 'apache-spark', 'hadoop', 'java', 'mapreduce', 'pig']","I am an experienced BI developer and looking for a Big data professional with real world hands-on experience who can help in preparing for a senior big data interview.For now, I am thinking about being prepared to answer questions related to advanced development and DevOps topics in MapReduce, Hadoop, Hive, Pig.","Hadoop, Mapreduce, Pig, Hive, Big Data freelance trainer",10-30 hrs/week,United States,0.0,1,0,VERIFIED,0
58,0.0,Less than 1 week,~010e1f5572fd07f69e,Hourly,['google-analytics'],Have the site carfetch.com and cloning the code base for a second site - have Google Analytics set up on both - want to get the same custom reports set up in the new profile - tried sharing but getting an error about dimensions missing,Google Anaytics setup help,10-30 hrs/week,United States,4.7022797434,152,116,VERIFIED,67
59,0.0,Less than 1 week,~0150bda3cd07a03ff1,Hourly,['microsoft-power-bi'],"Looking for an experienced Microsoft BI professional available to start working  on Sept 8/2016.  This expert will help us to design the ETL (cloud and on premise) and provide guidance and training to deploy a basic Microsoft BI solution including some reports and basic KPI>We are a small company with 2 branches , one located in TX and other in CA. We envision a BI implementation and deployment for ~ 10 users , 3 users will have access to data for both branches  , the other 7 users will access either CA or TX data, depending on their credentials.  We already imported some data and created some relationships, but wanted to get the architecture right to have a robust solution.",Microsoft Power BI - Consulting & training,Less than 10 hrs/week,United States,0.0,1,0,UNKNOWN,0
60,300.0,,~01169b2a2e4239c62e,Fixed,"['image-processing', 'machine-learning', 'pattern-recognition', 'visualization']","Want to be able to detect a house in an image and give an estimate of the number of windows the house has.The images of houses can be obtained through Google StreetView with an address. Then use the image to detect window objects.Open to using any particular programming language - but would like to be able to use online in future. Possibly python, perl - or anything that can integrate with an online application.Have an open mind and happy to do lots of work myself - I do have an understanding of machine learning concepts (training and so on) so could do this manual work myself if required.Thanks,Daniel",House Window Number - Image Recognition with Machine Learning,30+ hrs/week,United Kingdom,5.0,80,76,VERIFIED,17
61,0.0,Less than 1 week,~01d505f5fc85f0468d,Hourly,['statistics'],"I'm looking for someone to provide some advice on a social scientific methodology we currently employ. We're trying to figure out if it's the optimal approach, and if not, how we might improve it. Applicant must have a relevant graduate degree, preferably in statistics. Experience with small sample methodologies and/or social science research methods would be a big plus.North American applicants preferred, but international is OK if you are properly fluent in English. Independent freelancers only. No agencies, please.",Statistical consultant,10-30 hrs/week,United States,5.0,4,3,VERIFIED,1
62,0.0,1 to 3 months,~01ac1c7126b7e09262,Hourly,['data-scraping'],"Hey guys,I am searching for a mass amount of social media influencers and bloggers to extract emails.What social platforms can we extract emails from?How many emails can you grab in what amount of time?",Email Extracting,Less than 10 hrs/week,United States,4.9958925353,21,14,VERIFIED,4
63,150.0,,~01aad792f169d9d71c,Fixed,['microsoft-powerpoint'],"Hello,I need a complete analysis in the Canada market and separately, in Quebec province on independent workers/Contractors in specific fields.And also a comprehensive report on a powerpoint template that i would provide.Sincerely,Line",Market research & Analysis - On independent workers in Canada,30+ hrs/week,Canada,0.0,2,0,VERIFIED,0
64,0.0,Less than 1 week,~01f44a4e98557863ac,Hourly,"['medical-informatics', 'medical-writing']","We have 400-500 medical reports which have a clearly defined section titled ""history of present illness"".  This is a numbered list of medical problems that we would like analyzed to find which problems are the most common.  This is fairly straight forward, but we would like someone with a medical background as problems with different names may fall under the same category.  For example, lower back pain, spondylolisthesis and degenerative disc disease of the lumbar spine are essentially the same complaint - all fall under lower back pain.",Review medical reports and report data on most common complaints - medical background required.,Less than 10 hrs/week,United States,5.0,14,8,VERIFIED,1
65,0.0,Less than 1 week,~01b202d7ae20607d43,Hourly,"['google-docs', 'microsoft-excel']","Hello,I am looking for an excel/google sheet master who can help me put a simple formula into a sheet and create a chart. This is for a weight loss template. thank you!",Need someone to help with simple google sheet formula and data viz chart!,10-30 hrs/week,United States,0.0,8,4,,0
66,0.0,Less than 1 month,~01c92ca5568975b540,Hourly,"['data-entry', 'data-mining', 'google-docs']","Your job is to travel to the local job and career fair in Jakarta to cover all offline jobs available at the event and make it available online.We need freelancers to take pictures of the job offerings available and companies that are hiring. The career fair may be a whole day event. Your travel and entrance ticket will be covered.We will provide you a spreadsheet file with the required information that must be collected at the job fair. You will need to transcribe information about the jobs from the picture you took onto a spreadsheet that will be assigned to you.Requirements:- Must be able to read and write Indonesian, also be proficient in English.- Must be available for the entire day of the career fair.- Must be willing to travel to the job fair located in Jakarta.- Must have a smartphone with camera quality of 8 megapixels or higher (preferably iPhone 5 or newer, Samsung Note 3 and above, Samsung Galaxy 5 and above)- Must have access to a computer and high speed internet- Familiar with Google Drive and Google Sheets - must be tech savvy- Comfortable working as a team and interacting with a lot of people- Experience in collecting and processing high quantity of data- Take initiative outside of the process and instructions and deliver high quality results- Attention to details!(More detailed instructions are attached in Bahasa.)",Attend job fair in Jakarta and record job openings (Must know Bahasa/Indonesian),10-30 hrs/week,United States,4.966953311,925,1267,VERIFIED,646
67,120.0,,~01df9d78c77c717d81,Fixed,"['geolocation', 'geospatial', 'gis']","I need someone to pull a good estimate of the number of Mexican restaurants in each zip code (or, if available, each Nielsen DMA) across the U.S. I don't care how you do it--pulling from a database, working with a Google Maps / Yelp API, etc. I'm just looking for a good estimate for every zip code.Before I hire you, I'll need to you explain how you will get the data, and show me a sample for a few zip codes.",# of Mexican Restaurants by Zip Code,30+ hrs/week,United States,5.0,13,13,VERIFIED,6
68,50.0,,~01b81c63108ac67b2b,Fixed,"['data-entry', 'data-scraping', 'microsoft-excel']","I need help populating a spreadsheet. What I want is a list of all public companies for every US Industry. A list of all industries can be found here:https://biz.yahoo.com/ic/ind_index.htmlFrom this web page, you can click on a given industry, then on the ""Company Index"" on the lefthand side of the page. Here click on view Public for all public companies. I need these companies entered into my spreadsheet. For each entry I need the company name, symbol, sector name, and industry name. Here is a link to see the public companies for the Agricultural Chemicals"" industry:https://biz.yahoo.com/ic/112_cl_pub.htmlI have a spreadsheet attached that shows the info that I want. I need the ""Company List"" sheet populated.",Populate a Spreadsheet from Web,30+ hrs/week,United States,0.0,5,2,,0
69,150.0,,~0153dff1ece9ea9b36,Fixed,"['api-development', 'microsoft-excel', 'zoho-crm']","I am looking for someone who has worked with the Zoho CRM API. I have an Excel spreadsheet. I need to import data from the Excel spreadsheet based on the ""name"" column. When a match between the spreadsheet and the Zoho record is found, 1, 2 or 3 values will be put into that Zoho record.Essentially, I have a spreadsheet of customers and I want to find each customer in Zoho and fill in fields that tell me what they've purchased.",ZOHO CRM API expert to import Excel spreadsheet data,30+ hrs/week,United States,4.9490711379,34,28,VERIFIED,18
70,0.0,Less than 1 week,~01a7d76d05817cc991,Hourly,"['elasticsearch', 'machine-learning']","Looking for a person to build auto matchmaking service for us. The data includes:- age demographic- gender- location- categories/keywordsI want a solution to return the most matched profile from a criteria based on the fields above. You are free to use AWS Machine Learning, Kineses or ElasticSearch",Need a matchmaking services using AWS services,Less than 10 hrs/week,United States,4.6952535059,34,20,VERIFIED,14
